# x,rho,u,p
-9.899999999999999911e-01 9.999999999989973576e-01 -6.478756608982177373e-13 9.999999999985955679e-01
-9.699999999999999734e-01 9.999999999990901722e-01 -5.088336203615648597e-13 9.999999999987243537e-01
-9.499999999999999556e-01 9.999999999995595745e-01 -8.172164576139120803e-13 9.999999999993848254e-01
-9.299999999999999378e-01 9.999999999998037126e-01 -8.572322677615123730e-13 9.999999999997277733e-01
-9.100000000000000311e-01 9.999999999993907096e-01 -6.755209512277384585e-13 9.999999999991450172e-01
-8.900000000000000133e-01 9.999999999993001154e-01 -3.078973429304181118e-13 9.999999999990224486e-01
-8.699999999999999956e-01 9.999999999997110089e-01 -1.887533521189036343e-13 9.999999999995983213e-01
-8.499999999999999778e-01 9.999999999992510435e-01 -9.865631914493643542e-13 9.999999999989492849e-01
-8.300000000000000711e-01 1.000000000000413003e+00 -2.229921254360072663e-13 1.000000000000575318e+00
-8.100000000000000533e-01 9.999999999988926636e-01 2.436760444019628833e-13 9.999999999984496846e-01
-7.900000000000000355e-01 1.000000000001967315e+00 5.999859153931791155e-13 1.000000000002751355e+00
-7.700000000000000178e-01 9.999999999989317434e-01 2.159864310628449149e-13 9.999999999985044186e-01
-7.500000000000000000e-01 1.000000000001719958e+00 5.389068530634561002e-13 1.000000000002407852e+00
-7.299999999999999822e-01 9.999999999976036946e-01 -2.047487620259547549e-13 9.999999999966471265e-01
-7.099999999999999645e-01 1.000000000002336353e+00 -6.031420426627191093e-13 1.000000000003268719e+00
-6.899999999999999467e-01 9.999999999977149390e-01 5.005396240829251066e-14 9.999999999968000042e-01
-6.699999999999999289e-01 1.000000000002336797e+00 6.567213762547764828e-13 1.000000000003269607e+00
-6.499999999999999112e-01 9.999999999977513543e-01 -1.236287467290238376e-14 9.999999999968536279e-01
-6.300000000000000044e-01 1.000000000002271960e+00 -6.238631519277224357e-13 1.000000000003176792e+00
-6.099999999999999867e-01 9.999999999977400300e-01 6.399404951641657061e-13 9.999999999968385289e-01
-5.900000000000000799e-01 9.999999999988818944e-01 3.846041461140563877e-12 9.999999999984291454e-01
-5.700000000000000622e-01 9.999999999803140804e-01 2.714013982996916657e-11 9.999999999724399347e-01
-5.500000000000000444e-01 9.999999999084550062e-01 1.372647594847470841e-10 9.999999998718338556e-01
-5.300000000000000266e-01 9.999999994683018700e-01 7.678672122420117731e-10 9.999999992556238837e-01
-5.100000000000000089e-01 9.999999972332861420e-01 4.001816377703365025e-09 9.999999961265975124e-01
-4.899999999999999911e-01 9.999999859516663925e-01 2.011106444015687042e-08 9.999999803323317282e-01
-4.699999999999999734e-01 9.999999322178649841e-01 9.630381013100829527e-08 9.999999051050094678e-01
-4.499999999999999556e-01 9.999996877442747234e-01 4.396738551629316317e-07 9.999995628419930949e-01
-4.299999999999999933e-01 9.999986336189935487e-01 1.906197171863810623e-06 9.999980870667624089e-01
-4.100000000000000311e-01 9.999943359579877011e-01 7.823117975544683890e-06 9.999920703444332704e-01
-3.900000000000000133e-01 9.999778512923569451e-01 3.026625684579696511e-05 9.999689918646790243e-01
-3.699999999999999956e-01 9.999186751493882586e-01 1.098561233966659185e-04 9.998861460389050215e-01
-3.499999999999999778e-01 9.997212172642381267e-01 3.719231744423576636e-04 9.996097149880153188e-01
-3.299999999999999600e-01 9.991139042417873650e-01 1.166340247794949575e-03 9.987595871601040454e-01
-3.099999999999999423e-01 9.974103124323119296e-01 3.360348420359584795e-03 9.963755869817585431e-01
-2.899999999999999800e-01 9.931077883232800607e-01 8.814432608204561884e-03 9.903599590957217202e-01
-2.700000000000000178e-01 9.834673465513097401e-01 2.086596963014944808e-02 9.769122721625297379e-01
-2.500000000000000000e-01 9.645740990988036501e-01 4.430643698696723476e-02 9.506989093449611516e-01
-2.299999999999999822e-01 9.323318655479475581e-01 8.441313935542953117e-02 9.064458788454536897e-01
-2.099999999999999645e-01 8.859899482531734538e-01 1.448554217448044246e-01 8.439521674723552414e-01
-1.899999999999999467e-01 8.320355372318773979e-01 2.092670787952190248e-01 7.729735115592922812e-01
-1.699999999999999845e-01 7.914764736531083589e-01 2.769097387510705555e-01 7.205981094180087254e-01
-1.500000000000000222e-01 7.398767684971918612e-01 3.456217252089218706e-01 6.560408428067688869e-01
-1.300000000000000044e-01 6.973892665320009510e-01 4.132190073939024377e-01 6.034434253734769493e-01
-1.099999999999999867e-01 6.503583553131622175e-01 4.830445684201161716e-01 5.475877849402830400e-01
-8.999999999999996891e-02 6.145650822718922157e-01 5.537857510852932652e-01 5.054160519782580074e-01
-6.999999999999995115e-02 5.708308869856681955e-01 6.284593306166763593e-01 4.566567078692798654e-01
-4.999999999999998890e-02 5.354096193478778964e-01 6.992627625875171837e-01 4.167048054842648064e-01
-3.000000000000002665e-02 4.917234799761418529e-01 7.788595941914409071e-01 3.704807184672876952e-01
-1.000000000000000888e-02 4.591781614369561670e-01 8.560475983507193076e-01 3.356967272753270115e-01
1.000000000000000888e-02 4.187660982674035193e-01 9.432520028354370867e-01 2.968414288579798721e-01
3.000000000000002665e-02 4.284894508167129690e-01 9.228210709798380096e-01 3.062197841733023118e-01
5.000000000000004441e-02 4.236919729584229799e-01 9.331992250729125304e-01 3.018516472823722374e-01
7.000000000000006217e-02 4.248749536982969199e-01 9.284966717342756359e-01 3.038719753096671972e-01
9.000000000000007994e-02 4.222081163970409778e-01 9.287042871536423938e-01 3.029720556426466205e-01
1.100000000000000977e-01 4.173828759046798176e-01 9.267763367500991833e-01 3.035101203613712606e-01
1.300000000000001155e-01 4.065413005882476671e-01 9.269081241513598135e-01 3.033421639832092898e-01
1.500000000000000222e-01 3.881518089013606398e-01 9.276919928276482485e-01 3.031867848174448210e-01
1.699999999999999289e-01 3.608746153016653135e-01 9.285237906290959575e-01 3.031653719062968322e-01
1.899999999999999467e-01 3.243859729116505553e-01 9.300835094876480635e-01 3.028596533585429240e-01
2.099999999999999645e-01 2.908669456085053451e-01 9.288997318927770808e-01 3.022766259987201831e-01
2.299999999999999822e-01 2.725342569685221261e-01 9.295879239871054356e-01 3.029726125755847210e-01
2.500000000000000000e-01 2.646059225017780570e-01 9.312856962128902572e-01 3.041078029098206459e-01
2.700000000000000178e-01 2.617205911977927291e-01 9.314596863194058995e-01 3.043792025908315102e-01
2.900000000000000355e-01 2.606288418171212040e-01 9.263198015831767274e-01 3.025307703883921562e-01
3.100000000000000533e-01 2.584873274103275387e-01 9.083121674547587343e-01 2.958065778656052691e-01
3.300000000000000711e-01 2.477334040794680337e-01 8.478658399073843999e-01 2.749146478843850772e-01
3.500000000000000888e-01 2.107457914334480986e-01 6.606966127445742520e-01 2.164381576603153778e-01
3.700000000000001066e-01 1.496319866053298364e-01 2.463606102814588361e-01 1.304993839867611416e-01
3.900000000000001243e-01 1.287010914446514165e-01 4.099521508162642935e-02 1.042440942398172171e-01
4.100000000000000311e-01 1.254640609437695509e-01 5.189179701590804911e-03 1.005211512667633922e-01
4.299999999999999378e-01 1.250558251550321076e-01 6.252884334762688710e-04 1.000625437618976044e-01
4.499999999999999556e-01 1.250066735377528548e-01 7.477264067122213725e-05 1.000074746412420168e-01
4.699999999999999734e-01 1.250007963808716094e-01 8.924900741930244538e-06 1.000008919505515903e-01
4.899999999999999911e-01 1.250000948901683340e-01 1.063712418561348028e-06 1.000001062770451421e-01
5.100000000000000089e-01 1.250000112849085354e-01 1.265431509608038569e-07 1.000000126390982597e-01
5.300000000000000266e-01 1.250000013377310926e-01 1.501098300757239093e-08 1.000000014982586893e-01
5.500000000000000444e-01 1.250000001583206344e-01 1.773895887582318510e-09 1.000000001773191094e-01
5.700000000000000622e-01 1.250000000182247273e-01 2.046230414292426616e-10 1.000000000204116918e-01
5.900000000000000799e-01 1.250000000020792812e-01 2.207347018594975020e-11 1.000000000023289620e-01
6.100000000000000977e-01 1.249999999998659406e-01 -6.706550970292226238e-13 9.999999999984990340e-02
6.300000000000001155e-01 1.249999999998745032e-01 -3.856509645776977101e-12 9.999999999985943744e-02
6.500000000000001332e-01 1.249999999996929401e-01 -2.114464791929966372e-12 9.999999999965601682e-02
6.700000000000000400e-01 1.249999999999595046e-01 -7.424424984295790724e-13 9.999999999995465294e-02
6.899999999999999467e-01 1.249999999999935052e-01 -6.892037055755718893e-14 9.999999999999273359e-02
7.099999999999999645e-01 1.249999999999994449e-01 -7.213401984451806817e-15 9.999999999999933942e-02
7.299999999999999822e-01 1.249999999999999722e-01 -6.027241848398338194e-16 9.999999999999996392e-02
7.500000000000000000e-01 1.250000000000000000e-01 -2.388794955995840571e-17 1.000000000000000056e-01
7.700000000000000178e-01 1.250000000000000000e-01 0.000000000000000000e+00 1.000000000000000056e-01
7.900000000000000355e-01 1.250000000000000000e-01 0.000000000000000000e+00 1.000000000000000056e-01
8.100000000000000533e-01 1.250000000000000000e-01 0.000000000000000000e+00 1.000000000000000056e-01
8.300000000000000711e-01 1.250000000000000000e-01 0.000000000000000000e+00 1.000000000000000056e-01
8.500000000000000888e-01 1.250000000000000000e-01 0.000000000000000000e+00 1.000000000000000056e-01
8.700000000000001066e-01 1.250000000000000000e-01 0.000000000000000000e+00 1.000000000000000056e-01
8.900000000000001243e-01 1.250000000000000000e-01 0.000000000000000000e+00 1.000000000000000056e-01
9.100000000000000311e-01 1.250000000000000000e-01 0.000000000000000000e+00 1.000000000000000056e-01
9.299999999999999378e-01 1.250000000000000000e-01 0.000000000000000000e+00 1.000000000000000056e-01
9.499999999999999556e-01 1.250000000000000000e-01 0.000000000000000000e+00 1.000000000000000056e-01
9.699999999999999734e-01 1.250000000000000000e-01 0.000000000000000000e+00 1.000000000000000056e-01
9.899999999999999911e-01 1.250000000000000000e-01 0.000000000000000000e+00 1.000000000000000056e-01
