# x,rho,u,p
-9.899999999999999911e-01 9.999999999999318323e-01 7.977439086601245053e-14 9.999999999999041878e-01
-9.699999999999999734e-01 9.999999999998983036e-01 2.917575886365619960e-13 9.999999999998576694e-01
-9.499999999999999556e-01 1.000000000000026423e+00 7.977679399007020866e-14 1.000000000000037526e+00
-9.299999999999999378e-01 1.000000000000155875e+00 -1.139580159447208988e-13 1.000000000000216271e+00
-9.100000000000000311e-01 9.999999999999540368e-01 -6.046407406102124400e-14 9.999999999999347189e-01
-8.900000000000000133e-01 9.999999999998898659e-01 2.097352979318108874e-13 9.999999999998431255e-01
-8.699999999999999956e-01 1.000000000000307754e+00 4.031872252806067704e-13 1.000000000000430322e+00
-8.499999999999999778e-01 1.000000000000606182e+00 6.590747238941575054e-13 1.000000000000851097e+00
-8.300000000000000711e-01 1.000000000000417000e+00 5.657754451867641894e-13 1.000000000000584865e+00
-8.100000000000000533e-01 1.000000000000311307e+00 2.802146230448706925e-13 1.000000000000437206e+00
-7.900000000000000355e-01 1.000000000000164757e+00 3.603535386124528064e-14 1.000000000000231593e+00
-7.700000000000000178e-01 9.999999999999297229e-01 2.892817078644600404e-14 9.999999999999029665e-01
-7.500000000000000000e-01 9.999999999996941336e-01 -6.705226282778503019e-14 9.999999999995711208e-01
-7.299999999999999822e-01 9.999999999999571454e-01 -4.237103255276120392e-13 9.999999999999393818e-01
-7.099999999999999645e-01 9.999999999999793499e-01 -2.502333407515877091e-13 9.999999999999710232e-01
-6.899999999999999467e-01 9.999999999997160050e-01 3.519828431195701137e-14 9.999999999996039834e-01
-6.699999999999999289e-01 9.999999999998756550e-01 7.574284193691315929e-14 9.999999999998244737e-01
-6.499999999999999112e-01 9.999999999997866151e-01 3.538008655965957687e-13 9.999999999997016831e-01
-6.300000000000000044e-01 9.999999999981858956e-01 2.264017501238238537e-12 9.999999999974592546e-01
-6.099999999999999867e-01 9.999999999894210179e-01 1.262260772106255038e-11 9.999999999851899579e-01
-5.900000000000000799e-01 9.999999999431489206e-01 6.737817727053689492e-11 9.999999999204086665e-01
-5.700000000000000622e-01 9.999999997090953663e-01 3.442801205728424691e-10 9.999999995927328911e-01
-5.500000000000000444e-01 9.999999985740106734e-01 1.687326532023485459e-09 9.999999980036148317e-01
-5.300000000000000266e-01 9.999999933076118008e-01 7.918645468901205981e-09 9.999999906306553665e-01
-5.100000000000000089e-01 9.999999699732173841e-01 3.552830424119524218e-08 9.999999579625045154e-01
-4.899999999999999911e-01 9.999998714508384623e-01 1.521015691801267370e-07 9.999998200311841501e-01
-4.699999999999999734e-01 9.999994759861245974e-01 6.200217450945089647e-07 9.999992663807364401e-01
-4.499999999999999556e-01 9.999979708818451662e-01 2.400885618177743392e-06 9.999971592369041318e-01
-4.299999999999999933e-01 9.999925560632290100e-01 8.807793601671928954e-06 9.999895785183189334e-01
-4.100000000000000311e-01 9.999742072102070223e-01 3.051856604819720112e-05 9.999638904348557844e-01
-3.900000000000000133e-01 9.999158879549198131e-01 9.952426583683193577e-05 9.998822465773954393e-01
-3.699999999999999956e-01 9.997428987559144886e-01 3.042227966443463989e-04 9.996400887271951197e-01
-3.499999999999999778e-01 9.992668520028877843e-01 8.676226284450317674e-04 9.989738271364977384e-01
-3.299999999999999600e-01 9.980598932024768999e-01 2.296727153141582458e-03 9.972853997284830685e-01
-3.099999999999999423e-01 9.952623410228420564e-01 5.613237538952990831e-03 9.933759924963945220e-01
-2.899999999999999800e-01 9.893816045268302162e-01 1.260491484623932866e-02 9.851755926022112142e-01
-2.700000000000000178e-01 9.782495735575629237e-01 2.591997106448027874e-02 9.697139287793307139e-01
-2.500000000000000000e-01 9.593565907382319846e-01 4.877494956455333958e-02 9.436483159963021672e-01
-2.299999999999999822e-01 9.305870565424130270e-01 8.424334395735813552e-02 9.043696927990497736e-01
-2.099999999999999645e-01 8.908664482191730460e-01 1.346308341424907462e-01 8.509607627192783408e-01
-1.899999999999999467e-01 8.419146613974350934e-01 1.993020807622498392e-01 7.864025263491941642e-01
-1.699999999999999845e-01 7.931832130296512240e-01 2.686304424382657818e-01 7.234323932472725982e-01
-1.500000000000000222e-01 7.447329291787785355e-01 3.374857336833328447e-01 6.621379742707867999e-01
-1.300000000000000044e-01 6.973290029525387457e-01 4.075608423461087870e-01 6.045540276247369782e-01
-1.099999999999999867e-01 6.548471489409022350e-01 4.830049386292693536e-01 5.535151783346540233e-01
-8.999999999999996891e-02 6.110516719949650177e-01 5.585231332522612169e-01 5.020770512628408566e-01
-6.999999999999995115e-02 5.656842258106021815e-01 6.309933388516060226e-01 4.513881933702145188e-01
